	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
ENSMUSG00000036214	122	100	85	118	82	120
ENSMUSG00000099318	0	0	0	0	0	0
ENSMUSG00000083534	1	0	0	0	0	0
ENSMUSG00000064308	0	0	0	0	0	0
ENSMUSG00000024459	24	3	3	13	7	2
ENSMUSG00000036036	983	65	157	755	322	38
ENSMUSG00000076439	3	0	2	8	3	0
ENSMUSG00000088819	0	0	0	0	0	0
ENSMUSG00000024462	951	213	323	996	350	179
ENSMUSG00000104124	17	0	1	10	10	0
ENSMUSG00000056600	1	0	0	0	0	0
ENSMUSG00000095377	0	0	0	0	0	0
ENSMUSG00000096477	0	0	0	0	0	0
ENSMUSG00000092339	0	0	0	1	0	0
ENSMUSG00000092223	48	25	35	35	38	32
ENSMUSG00000091601	0	0	0	0	0	0
ENSMUSG00000092408	0	0	0	0	0	0
ENSMUSG00000090556	0	0	0	0	0	0
ENSMUSG00000092403	1	0	0	1	0	0
ENSMUSG00000092270	0	0	0	0	0	0
ENSMUSG00000035186	21	87	7	158	62	5
ENSMUSG00000043827	0	0	0	0	0	0
ENSMUSG00000049561	0	0	0	0	0	0
ENSMUSG00000064121	0	0	0	0	0	0
ENSMUSG00000058802	0	0	0	0	0	0
ENSMUSG00000092591	0	0	1	0	0	0
ENSMUSG00000092340	0	0	0	0	0	0
ENSMUSG00000063660	0	0	0	0	0	0
ENSMUSG00000084425	0	0	0	0	0	0
ENSMUSG00000016206	943	142	307	755	483	168
ENSMUSG00000092556	2	0	0	0	0	0
ENSMUSG00000061972	14	0	6	13	2	3
ENSMUSG00000092524	1	0	0	1	0	0
ENSMUSG00000092077	0	0	0	1	0	0
ENSMUSG00000091531	0	0	0	0	0	0
ENSMUSG00000049618	0	0	0	0	0	0
ENSMUSG00000095858	0	0	0	0	0	0
ENSMUSG00000092542	0	0	0	0	0	0
ENSMUSG00000094884	0	0	0	0	0	1
ENSMUSG00000092396	0	0	0	0	0	0
ENSMUSG00000095603	0	0	0	0	0	0
ENSMUSG00000063188	0	0	0	0	0	0
ENSMUSG00000092568	0	0	0	0	0	0
ENSMUSG00000092477	0	0	0	0	0	0
ENSMUSG00000059687	0	0	0	0	0	0
ENSMUSG00000092601	0	0	0	0	0	0
ENSMUSG00000029184	0	0	0	0	0	0
ENSMUSG00000016283	5	2	9	4	7	0
ENSMUSG00000090894	0	0	7	1	1	2
ENSMUSG00000090675	0	0	1	2	2	1
ENSMUSG00000051611	0	0	0	0	1	0
ENSMUSG00000092292	0	0	0	0	0	0
ENSMUSG00000102228	0	0	0	0	0	0
ENSMUSG00000062629	0	0	0	0	0	0
ENSMUSG00000092413	0	0	0	0	1	0
ENSMUSG00000104483	0	0	0	0	0	0
ENSMUSG00000061336	0	0	0	0	0	0
ENSMUSG00000095286	0	0	0	0	0	0
ENSMUSG00000080990	0	0	0	0	0	0
ENSMUSG00000059964	0	0	0	0	0	0
ENSMUSG00000067189	49	16	84	39	28	21
ENSMUSG00000063994	0	0	0	0	0	0
ENSMUSG00000060017	0	0	0	0	0	0
ENSMUSG00000083947	0	0	0	0	0	0
ENSMUSG00000045202	0	0	0	0	0	0
ENSMUSG00000092302	0	0	0	0	0	0
ENSMUSG00000044985	0	0	0	0	0	0
ENSMUSG00000050613	0	0	0	0	0	0
ENSMUSG00000092269	2	0	0	0	1	0
ENSMUSG00000061777	0	0	0	0	0	0
ENSMUSG00000092458	1	2	4	1	0	0
ENSMUSG00000092468	0	0	0	0	0	0
ENSMUSG00000058114	0	0	0	0	0	0
ENSMUSG00000059030	0	0	0	0	0	0
ENSMUSG00000092295	0	0	0	0	0	0
ENSMUSG00000092513	0	0	0	0	0	0
ENSMUSG00000092186	1	0	2	0	0	0
ENSMUSG00000071084	0	0	0	0	0	0
ENSMUSG00000092213	0	0	0	0	0	0
ENSMUSG00000092390	0	7	0	3	8	15
ENSMUSG00000081724	0	0	0	0	0	0
ENSMUSG00000094878	0	0	0	0	0	0
ENSMUSG00000092461	0	0	0	0	0	0
ENSMUSG00000043312	0	0	0	0	0	0
ENSMUSG00000067186	0	0	0	0	0	0
ENSMUSG00000063240	0	0	0	0	0	0
ENSMUSG00000096009	0	0	0	0	0	0
ENSMUSG00000057801	0	0	0	0	0	0
ENSMUSG00000057443	1	397	14	17	10	5
ENSMUSG00000054940	0	0	0	0	0	0
ENSMUSG00000092615	0	0	0	0	0	0
ENSMUSG00000096840	0	0	0	0	0	0
ENSMUSG00000092322	0	0	0	0	0	0
ENSMUSG00000092566	0	0	0	0	0	0
ENSMUSG00000092316	0	0	0	0	0	0
ENSMUSG00000092244	0	0	0	0	0	0
ENSMUSG00000092342	0	0	0	0	0	0
ENSMUSG00000095625	0	0	0	0	0	0
ENSMUSG00000094168	0	0	0	0	0	0
ENSMUSG00000096697	0	0	0	0	0	0
ENSMUSG00000094024	0	0	0	0	3	1
ENSMUSG00000095880	0	0	0	0	0	0
ENSMUSG00000096345	0	0	0	0	0	0
ENSMUSG00000095104	0	0	0	0	0	0
ENSMUSG00000097971	2506	11579	1734	1682	2267	1670
ENSMUSG00000103057	0	0	0	0	0	0
ENSMUSG00000098178	17252	23931	15919	20166	22058	22477
ENSMUSG00000045999	0	0	0	0	0	0
ENSMUSG00000095886	0	0	0	0	0	0
ENSMUSG00000095188	0	0	0	0	0	0
ENSMUSG00000045842	65	44	76	60	42	128
ENSMUSG00000031233	0	0	0	0	0	0
ENSMUSG00000025433	0	0	0	0	0	0
ENSMUSG00000025431	0	11	0	0	0	0
ENSMUSG00000090747	0	0	0	0	0	0
ENSMUSG00000090897	0	0	0	0	0	0
ENSMUSG00000092043	0	0	0	0	0	0
ENSMUSG00000095540	0	0	0	0	0	0
ENSMUSG00000093957	0	0	0	0	0	0
ENSMUSG00000073396	0	0	0	0	0	0
ENSMUSG00000023930	12	3	0	0	0	0
ENSMUSG00000023926	11	1	0	1	1	1
ENSMUSG00000098082	41	1	9	35	13	13
ENSMUSG00000054951	139	29	71	143	66	53
ENSMUSG00000091043	8	3	3	11	9	6
ENSMUSG00000088473	1	0	0	1	0	0
ENSMUSG00000023919	451	452	424	432	335	332
ENSMUSG00000023921	732	678	761	703	299	784
ENSMUSG00000098030	4	2	6	4	0	3
ENSMUSG00000042256	86	10	14	65	6	2
ENSMUSG00000043972	3	1	0	0	0	0
ENSMUSG00000023918	43	577	1	31	4	2
ENSMUSG00000057899	3	12	4	1	1	1
ENSMUSG00000061665	2069	1670	1279	2441	816	2021
ENSMUSG00000023915	1388	582	1460	2017	729	1452
ENSMUSG00000041293	7	1	0	59	13	3
ENSMUSG00000056492	403	337	461	854	623	769
ENSMUSG00000064582	0	0	0	0	0	0
ENSMUSG00000023914	1	1	0	6	0	0
ENSMUSG00000096140	20	1	24	25	19	0
ENSMUSG00000023913	3563	527	5134	3655	5019	6726
ENSMUSG00000090307	0	0	0	0	0	0
ENSMUSG00000040140	1	0	1	4	4	3
ENSMUSG00000023912	59	63	140	109	91	209
ENSMUSG00000023963	87	71	144	128	166	235
ENSMUSG00000084474	0	0	0	0	0	0
ENSMUSG00000039601	685	8	205	135	44	22
ENSMUSG00000088576	0	0	0	0	0	0
ENSMUSG00000023960	295	482	140	142	82	1217
ENSMUSG00000023961	586	591	409	548	355	906
ENSMUSG00000023959	47	35	9	43	38	9
ENSMUSG00000039153	514	100	503	842	451	137
ENSMUSG00000090048	0	0	0	0	0	0
ENSMUSG00000070209	0	0	0	0	0	0
ENSMUSG00000089849	0	0	0	0	0	0
ENSMUSG00000073394	0	0	0	0	0	0
ENSMUSG00000038954	709	240	295	484	440	392
ENSMUSG00000096425	0	0	0	0	1	1
ENSMUSG00000023932	1658	1199	1317	1500	1487	1137
ENSMUSG00000097119	524	140	587	627	312	382
ENSMUSG00000023935	38	10	36	31	21	22
ENSMUSG00000061242	0	0	0	0	0	0
ENSMUSG00000023938	463	489	382	403	314	502
ENSMUSG00000023949	0	0	0	1	0	0
ENSMUSG00000096847	21	25	4	2	6	8
ENSMUSG00000023947	1138	335	710	1005	1041	563
ENSMUSG00000037089	2604	3251	2128	2007	2516	2898
ENSMUSG00000023944	77757	63610	64558	86641	73555	62349
ENSMUSG00000023942	1117	1473	1139	1002	1821	7348
ENSMUSG00000067389	0	0	0	0	0	0
ENSMUSG00000079471	0	1	1	0	0	0
ENSMUSG00000065743	0	0	0	0	1	0
ENSMUSG00000058626	12	116	7	9	9	8
ENSMUSG00000036026	1050	2221	1611	1480	1471	2020
ENSMUSG00000086472	0	0	0	0	0	0
ENSMUSG00000023939	943	1367	1163	1141	1585	1040
ENSMUSG00000094690	1	5	3	2	0	9
ENSMUSG00000097727	4	294	5	15	7	28
ENSMUSG00000023951	1204	2094	2003	1773	2212	5565
ENSMUSG00000023967	147	131	152	164	159	146
ENSMUSG00000023966	144	363	14	83	62	93
ENSMUSG00000034509	611	655	414	501	704	463
ENSMUSG00000023952	1371	1945	1320	1516	1355	1579
ENSMUSG00000023953	444	433	577	534	274	276
ENSMUSG00000067150	1857	1652	1614	2053	894	1003
ENSMUSG00000076141	0	0	0	0	0	0
ENSMUSG00000095740	0	0	0	0	0	0
ENSMUSG00000067148	1992	1598	1691	1849	1814	1729
ENSMUSG00000071074	1945	2429	1221	1326	2335	1706
ENSMUSG00000071073	98	27	18	104	57	29
ENSMUSG00000012296	1341	724	2324	1192	1191	925
ENSMUSG00000097390	0	0	0	0	0	0
ENSMUSG00000047428	89	8	124	52	183	7
ENSMUSG00000032842	311	291	303	305	238	323
ENSMUSG00000015597	580	226	347	562	266	449
ENSMUSG00000065808	0	0	0	0	0	0
ENSMUSG00000023968	3	3	1	1	2	4
ENSMUSG00000067144	0	60	0	0	0	1
ENSMUSG00000091742	47	97	79	58	85	66
ENSMUSG00000015599	5	8	1	4	0	0
ENSMUSG00000097560	305	237	200	241	240	188
ENSMUSG00000040658	0	0	0	0	0	0
ENSMUSG00000040327	0	0	0	0	0	0
ENSMUSG00000015605	0	0	0	0	0	0
ENSMUSG00000023972	0	0	0	0	0	0
ENSMUSG00000003546	0	0	0	0	0	0
ENSMUSG00000002767	0	0	0	0	0	0
ENSMUSG00000038545	0	0	0	0	0	0
ENSMUSG00000023971	0	0	0	0	0	0
ENSMUSG00000063576	0	0	0	0	0	0
ENSMUSG00000002768	0	0	0	0	0	0
ENSMUSG00000059409	0	0	0	0	0	0
ENSMUSG00000002763	0	0	0	0	0	0
ENSMUSG00000002769	0	0	0	0	0	0
ENSMUSG00000023973	0	0	0	0	0	0
ENSMUSG00000036858	0	0	0	0	0	0
ENSMUSG00000062619	0	0	0	0	0	0
ENSMUSG00000063888	0	0	0	0	0	0
ENSMUSG00000036568	15	17	24	30	15	16
ENSMUSG00000073388	1	1	1	1	2	1
ENSMUSG00000036430	586	730	453	363	603	636
ENSMUSG00000023978	0	0	0	0	0	0
ENSMUSG00000023977	2093	4016	2405	2558	1760	1541
ENSMUSG00000084572	0	0	0	0	0	0
ENSMUSG00000091775	20	2	10	21	9	14
ENSMUSG00000062472	0	2	0	0	1	2
ENSMUSG00000064043	529	291	748	487	539	62
ENSMUSG00000089208	0	0	0	0	0	0
ENSMUSG00000034729	1020	876	894	1176	913	695
ENSMUSG00000023979	7	1	2	3	1	0
ENSMUSG00000023982	259	237	132	210	165	128
ENSMUSG00000096361	108	143	92	124	81	76
ENSMUSG00000047150	8	14	0	3	23	17
ENSMUSG00000034382	20	1043	22	184	42	866
ENSMUSG00000023980	674	677	480	595	627	712
ENSMUSG00000034165	3485	1575	2704	3173	3155	1404
ENSMUSG00000023988	1312	1813	1032	1260	1131	901
ENSMUSG00000092558	0	0	0	0	0	0
ENSMUSG00000023984	32	10	21	17	31	7
ENSMUSG00000083672	0	0	0	0	0	0
ENSMUSG00000090115	171	50	94	134	128	66
ENSMUSG00000033475	2	3	0	1	1	0
ENSMUSG00000079444	0	0	0	0	0	0
ENSMUSG00000084880	0	0	0	0	0	0
ENSMUSG00000096549	0	0	0	0	0	0
ENSMUSG00000023266	84	36	77	72	88	179
ENSMUSG00000086930	0	0	0	0	0	0
ENSMUSG00000023987	1	0	0	0	1	0
ENSMUSG00000023990	312	161	307	374	609	594
ENSMUSG00000032717	206	1905	155	235	511	1895
ENSMUSG00000065027	0	0	1	0	0	0
ENSMUSG00000064748	0	0	0	0	0	0
ENSMUSG00000023991	2107	2412	1821	1979	1482	3290
ENSMUSG00000085932	0	0	0	0	0	0
ENSMUSG00000084288	1	1	1	4	0	4
ENSMUSG00000082492	0	0	0	0	0	0
ENSMUSG00000094928	0	0	0	0	1	0
ENSMUSG00000021545	0	0	1	0	0	0
ENSMUSG00000073386	51	21	12	26	18	9
ENSMUSG00000043939	102	25	23	99	45	15
ENSMUSG00000042265	188	268	268	200	364	74
ENSMUSG00000041754	24	10	9	49	21	2
ENSMUSG00000051682	26	5	66	74	73	10
ENSMUSG00000071068	290	10	92	296	114	62
ENSMUSG00000043740	681	67	660	926	283	258
ENSMUSG00000023992	3414	519	2165	2738	1019	1313
ENSMUSG00000023993	6	1	18	12	4	9
ENSMUSG00000023994	1257	811	1943	1700	860	1269
ENSMUSG00000040771	743	1060	458	644	557	849
ENSMUSG00000040694	6	13	12	5	23	20
ENSMUSG00000023995	0	1	0	0	0	8
ENSMUSG00000043592	6	8	1	4	3	381
ENSMUSG00000077708	0	0	0	0	0	0
ENSMUSG00000088483	0	0	0	0	0	0
ENSMUSG00000040490	5	52	8	9	6	3
ENSMUSG00000101012	0	0	0	0	0	0
ENSMUSG00000064541	0	0	0	0	0	0
ENSMUSG00000092268	0	0	0	0	0	0
ENSMUSG00000064120	653	305	432	649	394	371
ENSMUSG00000040260	94	32	23	105	63	45
ENSMUSG00000023999	71	0	4	69	2	3
ENSMUSG00000090012	0	0	0	0	0	0
ENSMUSG00000090227	0	0	0	0	0	0
ENSMUSG00000039316	3511	1391	1286	1525	906	1214
ENSMUSG00000104256	0	0	0	0	0	0
ENSMUSG00000067103	0	0	0	0	0	0
ENSMUSG00000010592	1	0	0	0	0	0
ENSMUSG00000038910	1001	174	775	761	651	128
ENSMUSG00000044645	643	1616	494	895	828	647
ENSMUSG00000023923	1059	328	723	925	520	739
ENSMUSG00000084583	0	0	0	0	0	0
ENSMUSG00000023927	113	13	38	17	36	81
ENSMUSG00000102973	0	0	0	0	0	0
ENSMUSG00000102212	0	0	0	0	0	0
ENSMUSG00000103779	0	0	0	0	0	0
ENSMUSG00000102744	0	0	0	0	0	0
ENSMUSG00000103216	0	0	0	0	0	0
ENSMUSG00000103753	0	0	0	0	0	0
ENSMUSG00000103358	0	0	0	1	0	0
ENSMUSG00000102600	0	0	0	1	1	0
ENSMUSG00000103378	2	0	1	0	0	0
ENSMUSG00000100150	15	2	2	8	7	1
ENSMUSG00000098552	3	0	3	0	0	6
ENSMUSG00000035580	2	1	11	7	8	77
ENSMUSG00000023931	41	5	14	24	9	16
ENSMUSG00000017831	1641	1459	1240	1559	1167	1364
ENSMUSG00000044957	9	8	13	12	12	14
ENSMUSG00000000708	896	1402	755	916	904	762
ENSMUSG00000096517	0	0	0	0	0	0
ENSMUSG00000023940	552	590	602	621	431	373
ENSMUSG00000062036	1	0	0	0	0	0
ENSMUSG00000098834	0	0	0	0	0	0
ENSMUSG00000023122	0	0	0	0	0	0
ENSMUSG00000021631	97	57	77	104	74	117
ENSMUSG00000023943	1	3	12	0	7	0
ENSMUSG00000102572	0	0	0	0	0	0
ENSMUSG00000023945	0	0	0	0	0	0
ENSMUSG00000099747	0	0	0	0	0	0
ENSMUSG00000090704	0	0	0	0	0	0
ENSMUSG00000089514	0	0	0	0	0	0
ENSMUSG00000090790	10	2	3	6	3	3
ENSMUSG00000024172	146	122	105	105	73	140
ENSMUSG00000097095	0	0	0	0	0	0
ENSMUSG00000091504	1	0	0	0	6	0
ENSMUSG00000024174	221	127	227	250	149	163
ENSMUSG00000088499	0	0	0	0	0	0
ENSMUSG00000032915	10	2	10	5	14	2
ENSMUSG00000093740	0	0	0	0	0	0
ENSMUSG00000057835	91	71	44	93	67	119
ENSMUSG00000003198	213	105	135	159	168	138
ENSMUSG00000059912	1241	795	591	758	915	711
ENSMUSG00000062101	66	35	51	56	68	75
ENSMUSG00000003206	87	13	55	49	26	8
ENSMUSG00000097077	10	14	7	7	10	12
ENSMUSG00000003208	441	315	235	406	390	284
ENSMUSG00000039154	5	4	0	3	2	8
ENSMUSG00000011589	46	13	0	0	36	27
ENSMUSG00000038781	156	1260	518	145	671	1214
ENSMUSG00000003199	1819	1332	2086	1256	2110	2134
ENSMUSG00000084755	0	0	0	0	0	0
ENSMUSG00000003200	4442	1369	2723	3423	3261	2281
ENSMUSG00000002835	1151	1247	1469	1327	1379	872
ENSMUSG00000019578	1750	1462	1684	1669	2587	1797
ENSMUSG00000002833	2240	1344	1739	1797	2424	1779
ENSMUSG00000002831	203	326	9	17	18	5
ENSMUSG00000011305	6	29	4	5	2	36
ENSMUSG00000037095	511	1076	278	368	2416	194
ENSMUSG00000001227	460	138	359	350	627	121
ENSMUSG00000044469	121	251	158	123	245	140
ENSMUSG00000019579	3394	5869	2079	2293	2959	3004
ENSMUSG00000001229	1543	1311	1451	1520	1482	1175
ENSMUSG00000065491	0	0	0	0	0	0
ENSMUSG00000043683	968	1835	971	1031	781	753
ENSMUSG00000047123	442	550	524	496	382	310
ENSMUSG00000024197	1658	1150	1928	1769	1760	2234
ENSMUSG00000073380	1	0	0	0	0	0
ENSMUSG00000001228	2581	2746	3191	3090	2285	2553
ENSMUSG00000024201	807	581	1034	785	673	1067
ENSMUSG00000013236	4818	2139	6013	5657	7234	6536
ENSMUSG00000098339	0	0	0	0	0	0
ENSMUSG00000044526	0	0	0	0	0	0
ENSMUSG00000042625	2185	2216	1971	2145	2570	2068
ENSMUSG00000071054	2967	2987	2820	3135	3991	2876
ENSMUSG00000049760	1818	2454	1313	1603	1991	2015
ENSMUSG00000057863	15304	13309	8590	10309	10866	10730
ENSMUSG00000041168	3527	3413	3037	3054	3791	3095
ENSMUSG00000040828	95	88	49	29	31	143
ENSMUSG00000002372	3447	3229	3324	3340	3992	2621
ENSMUSG00000054723	228	265	194	89	219	417
ENSMUSG00000002379	1975	2234	1886	1727	2941	1939
ENSMUSG00000039481	14	82	3	11	14	309
ENSMUSG00000007603	926	1340	691	887	952	889
ENSMUSG00000090273	11	33	5	31	18	38
ENSMUSG00000024206	119	73	58	103	101	139
ENSMUSG00000024207	0	2	4	4	3	0
ENSMUSG00000024209	31	107	39	47	34	64
ENSMUSG00000024212	2277	1860	2728	2501	1769	1825
ENSMUSG00000045019	71	18	5	35	3	12
ENSMUSG00000002660	1901	1913	1514	1662	2142	1720
ENSMUSG00000002661	183	224	188	181	183	300
ENSMUSG00000002664	6	8	9	12	13	11
ENSMUSG00000002658	3599	2384	2241	2559	3636	1714
ENSMUSG00000007670	1923	2157	2262	2302	1599	1849
ENSMUSG00000011486	0	0	2	0	0	5
ENSMUSG00000091390	1	1	1	2	1	1
ENSMUSG00000046329	100	100	44	4	43	207
ENSMUSG00000044279	9	1264	0	29	3	550
ENSMUSG00000002668	383	55	273	402	301	102
ENSMUSG00000062591	17	332	7	21	11	17
ENSMUSG00000079414	79	94	34	31	32	62
ENSMUSG00000035678	74	124	33	40	78	137
ENSMUSG00000019489	1	2	0	1	0	0
ENSMUSG00000005824	33	4	9	60	36	8
ENSMUSG00000024164	3096	2204	184	2396	7472	2726
ENSMUSG00000099066	0	0	0	0	0	0
ENSMUSG00000005823	1615	2011	1196	1699	1508	1470
ENSMUSG00000019487	1994	812	1823	2409	1754	1575
ENSMUSG00000034116	1510	261	1085	1516	1120	533
ENSMUSG00000004730	3090	279	2360	3602	706	623
ENSMUSG00000090655	0	0	0	1	1	1
ENSMUSG00000095330	0	0	0	0	0	0
ENSMUSG00000084428	0	0	0	0	0	0
ENSMUSG00000038048	9	5	5	4	7	8
ENSMUSG00000071052	0	0	0	0	0	0
ENSMUSG00000046952	4	10	12	4	3	5
ENSMUSG00000024227	1	1	0	0	0	0
ENSMUSG00000086594	0	158	0	4	0	2
ENSMUSG00000024228	0	0	0	0	0	0
ENSMUSG00000077629	0	0	0	0	0	0
ENSMUSG00000077562	0	0	0	0	0	0
ENSMUSG00000101606	0	1	1	0	0	1
ENSMUSG00000064732	0	0	0	0	0	0
ENSMUSG00000089610	0	0	0	0	0	0
ENSMUSG00000093761	0	0	0	0	0	0
ENSMUSG00000098123	26	39	31	36	9	17
ENSMUSG00000098156	2	3	2	2	2	1
ENSMUSG00000064570	0	0	0	0	0	0
ENSMUSG00000048915	698	151	136	480	215	861
ENSMUSG00000023965	953	542	738	843	662	694
ENSMUSG00000089586	0	0	0	0	0	0
ENSMUSG00000088853	0	0	0	0	0	0
ENSMUSG00000090565	0	0	0	0	0	0
ENSMUSG00000091426	0	0	0	0	0	0
ENSMUSG00000093051	0	0	0	0	0	0
ENSMUSG00000045506	16	0	5	6	6	5
ENSMUSG00000000127	1410	347	641	911	669	467
ENSMUSG00000024083	1601	829	1156	1620	1059	1224
ENSMUSG00000080455	0	0	0	0	0	0
ENSMUSG00000098984	0	0	0	0	0	0
ENSMUSG00000073377	0	0	0	0	0	0
ENSMUSG00000024085	3179	4910	1982	2142	1867	1240
ENSMUSG00000091160	0	0	0	0	0	0
ENSMUSG00000024088	0	0	0	0	0	0
ENSMUSG00000077691	0	0	0	0	0	0
ENSMUSG00000045036	453	602	353	442	378	274
ENSMUSG00000092908	0	0	0	0	0	0
ENSMUSG00000024091	3880	2768	2780	3689	3051	2639
ENSMUSG00000050612	5	3	1	9	1	0
ENSMUSG00000056515	4273	2143	5861	3734	4290	2200
ENSMUSG00000061950	2353	1292	2110	2424	2062	1555
ENSMUSG00000024096	2364	2432	2336	2311	2187	2211
ENSMUSG00000024098	2736	985	2058	2826	2228	1865
ENSMUSG00000034647	675	1081	764	587	754	547
ENSMUSG00000024099	3489	3582	2485	3035	2961	2880
ENSMUSG00000094158	0	0	0	0	0	0
ENSMUSG00000024101	1390	822	1222	1216	1731	998
ENSMUSG00000035842	600	672	641	794	462	495
ENSMUSG00000052105	141	101	68	128	357	61
ENSMUSG00000093686	0	0	0	0	0	0
ENSMUSG00000023460	1990	337	1552	1805	1822	1047
ENSMUSG00000024105	17	6	15	19	5	12
ENSMUSG00000033278	794	127	602	486	652	181
ENSMUSG00000093508	0	0	0	0	0	0
ENSMUSG00000087829	0	0	0	0	0	0
ENSMUSG00000073375	0	0	0	0	0	0
ENSMUSG00000032796	24	88	49	16	82	39
ENSMUSG00000024043	1559	304	212	559	373	329
ENSMUSG00000090955	0	0	0	0	0	0
ENSMUSG00000041565	14	146	12	15	5	19
ENSMUSG00000090224	0	0	0	0	0	0
ENSMUSG00000095407	0	0	0	0	0	0
ENSMUSG00000024044	3312	182	121	2954	568	129
ENSMUSG00000100572	0	0	0	0	0	0
ENSMUSG00000049672	445	262	319	634	262	423
ENSMUSG00000096988	6	8	5	6	5	13
ENSMUSG00000073374	0	0	0	0	0	0
ENSMUSG00000091636	0	3	0	0	0	1
ENSMUSG00000088581	0	0	0	0	0	0
ENSMUSG00000003279	357	176	382	136	579	145
ENSMUSG00000097282	0	0	0	0	0	0
ENSMUSG00000093622	8	1	14	9	7	12
ENSMUSG00000047407	2643	790	1857	2548	1652	3121
ENSMUSG00000093514	81	113	109	82	110	159
ENSMUSG00000080468	0	0	0	0	0	0
ENSMUSG00000097154	9	1	5	22	6	6
ENSMUSG00000100865	0	0	0	0	0	0
ENSMUSG00000097625	8301	3891	5815	6885	9450	6542
ENSMUSG00000066983	0	0	0	0	0	0
ENSMUSG00000034868	0	0	0	0	0	0
ENSMUSG00000024048	0	0	0	0	0	0
ENSMUSG00000024049	0	0	0	0	0	0
ENSMUSG00000024052	0	0	0	0	0	0
ENSMUSG00000024053	0	0	0	0	0	0
ENSMUSG00000024054	218	231	285	457	51	122
ENSMUSG00000102863	0	0	0	0	0	0
ENSMUSG00000103558	0	0	0	0	0	0
ENSMUSG00000091831	0	0	0	0	0	0
ENSMUSG00000024056	886	1117	767	753	807	552
ENSMUSG00000089105	0	0	0	0	0	0
ENSMUSG00000079356	12	12	8	9	7	7
ENSMUSG00000052525	1	3	0	0	0	0
ENSMUSG00000085492	109	107	64	119	53	227
ENSMUSG00000041057	4490	3237	2670	4202	2067	2646
ENSMUSG00000093289	0	0	0	0	0	0
ENSMUSG00000092887	0	0	0	0	0	0
ENSMUSG00000092713	0	0	0	0	0	0
ENSMUSG00000045761	10	21	27	27	23	327
ENSMUSG00000089779	0	0	0	0	0	0
ENSMUSG00000044375	0	73	0	0	3	0
ENSMUSG00000024059	183	1154	399	218	361	576
ENSMUSG00000055471	147	51	22	138	34	14
ENSMUSG00000089487	0	0	0	0	0	0
ENSMUSG00000098193	0	0	0	0	0	0
ENSMUSG00000039770	1713	571	1477	1501	2265	948
ENSMUSG00000024063	4346	212	4767	2511	2796	2445
ENSMUSG00000095729	0	0	0	0	0	0
ENSMUSG00000054469	1191	364	970	1005	712	461
ENSMUSG00000081492	0	0	0	0	0	0
ENSMUSG00000088224	0	0	0	0	0	0
ENSMUSG00000043705	8	3	5	3	4	1
ENSMUSG00000024064	3	3	0	2	2	0
ENSMUSG00000090168	0	0	0	0	0	0
ENSMUSG00000024065	66	157	106	99	281	301
ENSMUSG00000024066	4079	2795	1020	4968	2688	1005
ENSMUSG00000088060	0	0	0	0	0	0
ENSMUSG00000038541	0	0	1	1	0	1
ENSMUSG00000058704	2334	1397	2104	2247	1371	1140
ENSMUSG00000024067	1009	1561	982	1120	1011	1265
ENSMUSG00000024068	1004	1120	902	985	896	869
ENSMUSG00000024069	515	589	372	618	309	387
ENSMUSG00000039193	195	152	266	162	208	77
ENSMUSG00000024072	994	969	782	886	937	1144
ENSMUSG00000024073	1884	1711	1979	2423	1010	1432
ENSMUSG00000097546	0	0	0	0	0	0
ENSMUSG00000080632	0	0	0	0	0	0
ENSMUSG00000024078	1170	745	1029	1267	796	1039
ENSMUSG00000001870	6347	121	3639	3978	4254	2376
ENSMUSG00000084025	0	0	0	0	0	0
ENSMUSG00000071042	298	89	122	474	319	129
ENSMUSG00000002017	2151	1877	1213	2055	1457	968
ENSMUSG00000077299	0	0	0	0	0	0
ENSMUSG00000065293	0	0	0	0	0	0
ENSMUSG00000066958	3	1	2	0	2	0
ENSMUSG00000091058	84	90	93	79	84	56
ENSMUSG00000037064	0	0	0	0	0	0
ENSMUSG00000024074	1447	1194	376	1572	188	719
ENSMUSG00000092979	0	0	0	0	0	0
ENSMUSG00000056121	2823	583	1361	2667	1273	588
ENSMUSG00000061062	1107	888	1711	1594	1435	1136
ENSMUSG00000024076	4	5	0	0	0	0
ENSMUSG00000087959	0	0	0	0	0	0
ENSMUSG00000024077	682	498	732	853	506	673
ENSMUSG00000039414	741	620	983	912	445	555
ENSMUSG00000050668	875	999	683	721	699	555
ENSMUSG00000091549	1335	1425	802	1006	1312	1024
ENSMUSG00000024079	2769	918	697	2399	1114	863
ENSMUSG00000064770	0	0	0	0	0	0
ENSMUSG00000097567	7	6	5	11	5	0
ENSMUSG00000038045	9	2	2	5	0	9
ENSMUSG00000062691	132	65	118	70	96	122
ENSMUSG00000024081	2309	2717	1937	2504	1414	1477
ENSMUSG00000024082	657	724	514	697	500	592
ENSMUSG00000024070	1788	338	1500	1863	1515	1317
ENSMUSG00000098114	0	0	0	0	0	0
ENSMUSG00000024084	103	79	69	32	256	35
ENSMUSG00000036533	597	148	77	510	96	205
ENSMUSG00000097791	8	6	0	9	1	2
ENSMUSG00000036368	203	112	99	172	119	105
ENSMUSG00000066944	0	0	0	0	0	0
ENSMUSG00000024087	457	300	35	110	207	156
ENSMUSG00000103091	0	0	0	1	0	0
ENSMUSG00000059811	1037	2017	716	1014	518	894
